osm_type,osm_id,name,lat,lon,leisure,golf,operator,website,phone,email,addr_street,addr_city,addr_county,addr_postcode,is_in
way,1074432047,Middlesbrough Municipal Golf Course,54.5359676,-1.2280539,,clubhouse,,,,,Ladgate Lane,Middlesbrough,,TS5 7YZ,
way,397992356,Middleton Hall Golf Club,52.7204015,0.4517552,golf_course,,,https://www.middletonhallgolfclub.com/,,,,King's Lynn,,PE32 1RY,
way,295550817,Midgley Lodge Motel & Golf Course,53.6257544,-1.591918,golf_course,,,https://www.midgleylodgemotel.co.uk,+44 1924 830 069;+44 1924 830 156,midgleylodgemotel@tiscali.co.uk,Bar Lane,Wakefield,,WF4 4JJ,
relation,13719325,Mile End Golf Club,52.8439166,-3.0239738,golf_course,,,https://mileendgolfclub.co.uk/,,,Shrewsbury Road,Oswestry,,SY11 4JF,
way,23888730,Milford Golf Club,51.1693536,-0.6355063,golf_course,,,,,,,,,,
node,9559403024,Milford Haven Golf Club,51.7191587,-5.0638233,,clubhouse,,https://www.mhgc.co.uk/,+44 1646 697 822,office@mhgc.co.uk,Clay Lane,Hubberston,,SA73 3RX,
way,1037849933,Milford Haven Golf Course,51.7148285,-5.0655634,golf_course,,,https://www.mhgc.co.uk/,+44 1646 697 822,office@mhgc.co.uk,Clay Lane,Hubberston,,SA73 3RX,
way,34137579,Mill Green Golf Club,51.7766335,-0.1887453,golf_course,,,https://www.millgreengolf.co.uk/,+44 1707 276 900,millgreen@crown-golf.co.uk,Gypsy Lane,Welwyn Garden City,,AL7 4TY,
way,1190464701,Mill Hill Golf Club,51.6286748,-0.2528793,,clubhouse,,https://www.millhillgc.co.uk/,+44 208 959 2339,,Barnet Way,London,,NW7 3AL,
way,11847323,Mill Hill Golf Course,51.633143,-0.2601838,golf_course,,,,,,,,,,
way,1000808857,Mill Ride Golf & Country Club,51.4245859,-0.6971927,golf_course,,,https://www.mill-ride.com/,,,,,,,
way,35310684,Millers Barn Golf Park,51.7870063,1.1242501,golf_course,,,,,,,,,,
way,89353520,Millfield Golf Complex,53.2788618,-0.7587846,golf_course,,,http://www.millfieldgolfcomplex.co.uk/,+44 1427 718255,info@millfieldgolfcomplex.co.uk,,Lincoln,,LN1 2LB,
way,397607821,Millport Golf Course,55.7652064,-4.9327676,golf_course,,,Millport Golf Course,,,,,,,
way,116344990,Milnathort Golf Club,56.2241896,-3.4164989,golf_course,,,https://www.milnathortgolfclub.co.uk/,,,,,,,
way,170488235,Milnathort Golf Club,56.2259716,-3.4192671,,clubhouse,Milnathort Golf Club Limited,https://www.milnathortgolfclub.co.uk/,+44 1577 864069,office@milnathortgolfclub.co.uk,South Street,Kinross,,KY13 9XA,
way,87148157,Milngavie Golf Club,55.958339,-4.3420032,golf_course,,,https://www.milngaviegolfclub.co.uk/,,,,,,,
way,1172820039,Minchinhampton Golf Course,51.688716,-2.160399,golf_course,,Minchinhampton Golf Club,https://www.minchinhamptongolfclub.co.uk/,,,,,,GL6 9BE,
way,32617818,Minehead & West Somerset Golf Club,51.2040178,-3.4462923,golf_course,,,,,,,,,,
way,248014392,Minto Golf Course,55.4747459,-2.6838441,golf_course,,,https://www.mintogolf.co.uk/,,,,,,,
relation,3620595,Mitcham Golf Club,51.3939448,-0.1512522,golf_course,,,https://www.mitchamgolfcourse.co.uk/,+44 20 8648 4197,,,,,,
way,89817068,Moffat Golf Course,55.3288004,-3.4594371,golf_course,,,https://www.moffatgolfclub.co.uk/,+44 1 683 220020,bookings@moffatgolfclub.co.uk,Coatshill,Moffat,,DG10 9SB,
way,26437675,Mold Golf Club,53.1696362,-3.1978285,golf_course,,,,,,,,,,
way,89416643,Mon Golf Complex,53.2647263,-4.3078399,golf_course,,,https://www.golfmon.co.uk/,,,,,,,
way,109811754,Mond Valley Golf Club,51.695718,-3.8813017,golf_course,,,https://www.mondvalleygolf.co.uk/,+44 1792 845173,,Ynys-Penllwch Road,Clydach,,SA6 5QR,
way,1245335281,Monifieth Golf Club,56.4823852,-2.8110989,,clubhouse,,https://www.monifiethgolfclub.co.uk/,,,Princes Street,Dundee,,DD5 4AW,
way,162691210,Monksford House Golf Course,55.5884126,-2.6672516,golf_course,,,,,,,,,,
way,35020423,Monkton Park Golf Course,51.4578163,-2.1084093,golf_course,,,,,,,,,,
relation,14189198,Monmouth Golf Course,51.8288728,-2.7067787,golf_course,,,,,,,,,,
way,265619466,Monmouthshire Golf Club,51.8050337,-3.0208585,golf_course,,Monmouthshire Golf Club,,,,,,,,
way,264889578,Montrose Golf Links,56.7207001,-2.4506106,golf_course,,,https://montrosegolflinks.com/,,,"Trail Drive, Montrose",Montrose,,DD10 8SW,
way,968236425,Monxton & Grateley Golf Centre,51.1802106,-1.5964481,,clubhouse,,,,,Monxton Road,,,,
way,190835622,Moor Allerton Golf Club,53.8699543,-1.4803989,,clubhouse,,,,,Coal Road,Leeds,,LS17 9NH,
way,188542182,Moor Allerton Golf Course,53.8719543,-1.4762424,golf_course,,,https://moorallertongolfclub.co.uk/,,,,,,,
way,4329748,Moor Hall Golf Course,52.5798123,-1.8134488,golf_course,,,,,,,,,,
way,7991251,Moor Park Golf Club,51.6271133,-0.4509281,golf_course,,,https://www.moorparkgc.co.uk/,+44 1923 774 113;+44 1923 721 650;+44 1923 773 146,enquiries@moorparkgc.co.uk,,Rickmansworth,,WD3 1QN,
way,146269220,Moors Valley Golf Course,50.8574025,-1.8540958,golf_course,,,http://www.mackgolf.co.uk/moors-valley-golf-course/4,+44 1425 479776,mvbookings@macktrading.net,Horton Road,Ringwood,,BH24 2ET,
way,55036476,Moortown Golf Club,53.8568638,-1.5426975,golf_course,,,,,,,,,,
way,545409365,Moortown Golf Club,53.8571971,-1.5347273,,clubhouse,,,,,Harrogate Road,Leeds,,LS17 7DB,
way,102611542,Moray Golf Club,57.7192432,-3.3143426,golf_course,,,http://www.moraygolf.co.uk/,,,,,,,
way,164308235,Moray Golf Club,57.7215775,-3.2950813,,clubhouse,,,,,Stotfield Road,,,IV31 6QS,
way,501679797,Morden Park golf course,51.3914159,-0.2066775,golf_course,,,,,,,,,,
way,24705345,Morecambe Golf Course,54.0827587,-2.8285211,golf_course,,,https://www.morecambegolfclub.com/,+44 1524 412841,,,Morecambe,,LA4 6AJ,
way,1493809243,Morlais Castle Golf Club,51.7751424,-3.3716138,golf_course,,,http://www.morlaiscastlegolf.co.uk/,+44 1685 388700,,,Merthyr Tydfil,,CF48 2UY,
way,43964816,Morley Hayes,52.9756452,-1.4038457,golf_course,,,https://www.morleyhayes.com/,,,Main Road,Ilkeston,,DE7 6DG,
way,89990611,Morpeth Golf Club,55.1544633,-1.6991541,golf_course,,,https://www.morpethgolf.co.uk/,,,,,,,
way,22724522,Morriston Golf Club,51.6745784,-3.9380065,golf_course,,,,,,,,,,
way,164813936,Mortehoe and Woolacombe Golf Club,51.1859157,-4.1966753,golf_course,,,,,,,,,,
way,206520458,Mortonhall Golf Club,55.911616,-3.2096395,,clubhouse,,https://www.mortonhallgc.co.uk/,+44 131 447 6974,info@mortonhallgc.co.uk,Braid Road,Edinburgh,,EH10 6PB,
relation,2859930,Mortonhall Golf Course,55.9090551,-3.1972156,golf_course,,Mortonhall Golf Club,https://www.mortonhallgc.co.uk/,+44 131 447 6974,info@mortonhallgc.co.uk,Braid Road,Edinburgh,,EH10 6PB,
way,23785312,Moseley Golf Course,52.4347583,-1.8776556,golf_course,,,,,,,,,,
way,1493722320,Moss Valley Golf Course,53.0798874,-3.0373933,golf_course,,,,,,,,,,
way,31779698,Mossock Hall Golf Club,53.524683,-2.8932592,golf_course,,,https://mossockhallgolfclub.co.uk/,+44 1695 421717,info@mossockhallgolfclub.co.uk,Liverpool Road,Bickerstaffe,,L39 0EE,
way,366483232,Mottram Hall Golf Club,53.3108273,-2.1746745,golf_course,,QHotels,,,,Wilmslow Road,Mottram St Andrew,,SK10 4QT,
relation,4660775,Mount Ober Golf Club,54.5520324,-5.8819121,golf_course,,,,,,,,,,
way,40779149,Mountain Ash Golf Course,51.6960536,-3.3967785,golf_course,,,,,,,,,,
way,5115182,Mowsbury Golf Course,52.16488,-0.4395416,golf_course,,,https://www.fusion-lifestyle.com/centres/mowsbury-golf-and-squash-centre,+44 1234 772700,,Kimbolton Road,Bedford,,MK41 8BJ,
way,542436987,Moyola Park,54.7828516,-6.5604789,golf_course,,,,,,Hillhead Road,Castledawson,,BT45 8DG,
node,5228071704,Moyola Park Golf Club,54.7839033,-6.5701102,golf_course,,,,,moyolapark@btconnect.com,Curran Road,Castledawson,,BT45 8DG,
way,675893712,Muckhart Golf Club,56.1833867,-3.6075095,,clubhouse,,https://www.muckhartgolf.com/,+44 1259 781423,enquiries@muckhartgolf.com,Drumburn Road,Muckhart,,FK14 7JH,
relation,2372942,Muir of Ord Golf Club,57.51144,-4.4599603,golf_course,,,https://www.muirofordgolfclub.co.uk/,+44 1463 870825,,Great North Road,Muir of Ord,,IV6 7SX,
way,229663810,Muir of Ord Golf Club,57.5133143,-4.4579202,,clubhouse,,,,,Great North Road,Muir of Ord,,IV6 7SX,
way,101336384,Muirfield,56.0457735,-2.8218287,golf_course,,,https://www.muirfield.org.uk/,+44 1620 842123,hceg@muirfield.org.uk,Duncur Road,Muirfield,,EH31 2EG,
way,914246242,Muirkirk Golf Club,55.5113868,-4.0727357,golf_course,,,,,,,,,,
way,145203800,Mullion Golf Course,50.0390268,-5.2632076,golf_course,,,https://www.mulliongolfclub.co.uk/,,,,,,,
way,396776794,Mundesley Golf Course,52.8768305,1.4194909,golf_course,,,,,,,,,,
way,204317949,Murcar Links Golf Club,57.2055939,-2.0693351,golf_course,,,https://murcarlinks.com/,+44 1224 704354,golf@murcarlinks.com,,Aberdeen,,AB23 8BD,
way,798942182,"Murcar Links Golf Club., Club House",57.2011669,-2.0728254,,clubhouse,Murcar Links Golf Club,https://murcarlinks.com,+44 1224 704354,golf@murcarlinks.com,Bridge of Don,Aberdeen,,AB23 8BD,
way,224413933,Murrayfield Golf Club,55.9499488,-3.2510997,,clubhouse,,https://www.murrayfieldgolfclub.co.uk/,+44 131 337 3478,,Murrayfield Road,Edinburgh,,,
way,6138999,Murrayfield Golf Course,55.9497338,-3.2606357,golf_course,,,https://www.murrayfieldgolfclub.co.uk/,+44 131 347 9961; +44 131 337 3478,,Murrayfield Road,Edinburgh,,EH12 6EU,
relation,20054064,Murrayshall Course,56.4188389,-3.3655723,golf_course,,Murrayshall Country Estate,https://www.murrayshall.co.uk/,+44 1738 551171,info@murrayshall.co.uk,,Scone,,PH2 7PH,
relation,19018943,Musselburgh Golf Course,55.9300364,-3.0550749,golf_course,,,https://www.themusselburghgolfclub.com/,,,,,,,
relation,2858120,"Musselburgh Links, The Old Golf Course",55.9465857,-3.0362931,golf_course,,,http://www.musselburgholdlinks.co.uk/,+44 131 653 5122,,Balcarres Road,Musselburgh,,EH21 7SR,
way,699007751,Muswell Hill Golf Club,51.6047882,-0.1388839,golf_course,,,https://www.muswellhillgolfclub.co.uk/,+44 20 8888 1764,manager@muswellhillgolfclub.co.uk,Rhodes Avenue,London,,N22 7UT,
way,868687906,Myerscough College Golf Complex,53.8539668,-2.7523455,golf_course,,Myerscough College,https://www.myerscough.ac.uk/commercial-services-equine-events/myerscough-golf-complex/,,,,,,,
way,51995340,Mytton Fold Golf Club,53.8059665,-2.4371833,golf_course,,,https://www.mytton-golf.co.uk/,,,,,,,
way,89990459,N1GOLF Centre Morpeth,55.1389683,-1.7305045,golf_course,,,https://morpethgolfcentre.com/,+44 1670 519090,,Walton Road,Morpeth,,NE61 3YJ,
relation,20050270,Naemoor,56.1834409,-3.5986237,golf_course,,Muckhart Golf Club,https://www.muckhartgolf.com/,+44 1259 781423,,Drumburn Road,Muckhart,,FK14 7JH,
way,100903900,Nailcote Hall,52.3933298,-1.612052,golf_course,,,https://www.nailcotehall.co.uk/golf/,+44 2476 466174,,Nailcote Lane,Berkswell,,CV7 7DE,
way,117094185,Nairn Dunbar Golf Club,57.586214,-3.8589465,,clubhouse,,,,,Lochloy Road,Nairn,,IV12 5AE,
way,116597021,Nairn Dunbar Golf Course,57.5906772,-3.8482983,golf_course,,,https://www.nairndunbar.com/,,,,,,,
way,116597015,Nairn Golf Club,57.5845294,-3.908488,golf_course,,,https://nairngolfclub.co.uk/,,,,,,,
way,535360721,Nairn Golf Club,57.5875962,-3.8955116,,clubhouse,,,,,,,,,
way,358412479,National Grid Training Centre Pitch & Putt,53.1443192,-0.9923443,golf_course,,,,,,,,,,
way,187549925,Naunton Downs Golf Club,51.9045722,-1.8374179,golf_course,,,https://www.nauntondowns.co.uk/,+44 1451 850092;+44 1451 850090,,,Cheltenham,,GL54 3AE,
way,7921333,Nazeing Golf Club,51.7333247,0.038511,golf_course,,,https://www.nazeinggolfclub.co.uk/,+44 1992 893798,enquiries@nazeinggolfclub.co.uk,Middle Street,Nazeing,,EN9 2LW,
way,163312996,Neath Golf Course,51.6844746,-3.7922931,golf_course,,,,,,,,,,
way,159975762,Nelson Golf Club,53.8184101,-2.2070279,golf_course,,,https://www.nelsongolfclub.com/,,,,,,,
way,431794578,Nettleton Park Golf Course,53.4946007,-0.3590324,golf_course,,,,,,,,,,
way,93369193,Nevill Golf Club,51.1116452,0.2835953,golf_course,,,https://www.nevillgolfclub.co.uk/,+44 1892 525818;+44 1892 532941,,Benhall Mill Road,Tunbridge Wells,,TN2 5JW,
way,20787843,New Course,51.3486744,-0.4120146,golf_course,,,,,,,,,,
way,116586103,New Course,57.5214369,-1.8081516,golf_course,,Peterhead Golf Club,https://www.peterheadgolfclub.co.uk/course/new-course/,,,Riverside Drive,Peterhead,,AB42 1LT,
way,68283334,New Course,56.3544011,-2.816889,golf_course,,St Andrews Links Trust,http://www.standrews.org.uk/Play/Courses/New-Course,+44 1334 466 666;+44 1334 466 718,reservations@standrews.org.uk,West Sands,St Andrews,,KY16 9XL,
way,377003904,New Cumnock Golf Course,55.4074932,-4.2021201,golf_course,,,https://members.tripod.com/bob_newcumnock/golf/welcomex.html,,,,,,,
way,4623643,New Forest Golf Club,50.8796172,-1.568931,golf_course,,,https://newforestgolfclub.co.uk/,,,,,,,
way,320597620,New Galloway Golf Club,55.0678722,-4.1471177,golf_course,,,https://newgallowaygolfclub.com/,,,,,,,
way,58560910,New Hall Hotel & Spa Pitch & Putt,52.5499685,-1.8048236,golf_course,,,https://www.handpickedhotels.co.uk/hotels/new-hall-hotel/new-hall-health-club/Golf-/,+44 121 335 4741,leisure.newhall@handpicked.co.uk,Walmley Road,Sutton Coldfield,,B76 1QX,
way,320489701,New Mills Golf Club,53.3761741,-2.0116905,golf_course,,,,,,,,,,
way,51912000,New Zealand Golf Club,51.340741,-0.5314709,golf_course,,,,,,,,,,
way,437463301,Newark Golf Centre,53.0978315,-0.7763702,golf_course,,,https://www.newarkgolfcentre.co.uk/,,,,,,,
way,1049940219,Newark Golf Club,53.0754848,-0.7287463,golf_course,,,https://newarkgolfclub.co.uk/,,,,,,,
relation,12338776,Newbattle Golf Club,55.8846834,-3.0633248,golf_course,,,https://newbattlegolfclub.com/,,,,,,,
way,90238348,Newbiggin by the Sea Golf Club,55.1956367,-1.5130537,golf_course,,,https://www.newbiggingolfclub.co.uk/,+44 1670 817344,,,Newbiggin-by-the-Sea,,NE64 6DW,
way,200984574,Newburgh Golf Club,57.3129018,-1.9995878,golf_course,,,https://www.newburghgolfclub.co.uk/,+44 1358 789058,secretary@newburghgolfclub.co.uk,Beach Road,Newburgh,,AB41 6BY,
way,211274263,Newbury & Crookham Golf Club,51.386625,-1.2912879,golf_course,,,https://www.newburygolf.co.uk/,+44 1635 40035,,Bury's Bank Road,Newbury,,RG19 8BZ,
way,48749101,Newcastle Golf Club,52.9971264,-2.2476252,golf_course,,,,,,,,,,
relation,3952029,Newcastle United Golf Club,54.9927557,-1.6445869,golf_course,,,https://www.newcastleunitedgolfclub.co.uk/,,,,,,,
way,374427452,Newcastleton Golf Course,55.1802135,-2.8257009,golf_course,,,https://www.visitnewcastleton.com/content/newcastleton-golf-club,+44 1387 375608,,,,,,
way,162589536,Newent Golf Club,51.9449558,-2.4149642,golf_course,,,https://www.newentgolf.co.uk/,+44 1531 820478,newentgolf@btconnect.com,Coldharbour Lane,Newent,,GL18 1DJ,
way,6825675,Newmachar Golf Club,57.242011,-2.2000367,golf_course,,info@newmachargolfclub.co.uk,https://www.newmachargolfclub.co.uk/,+44 1651 863002,,,Newmachar,,AB21 7UU,
way,1003444985,Newport (Pembs) Golf Club,52.0303055,-4.833735,,clubhouse,,,,,,,,,
way,44280426,Newport Golf Club,51.6012621,-3.0579886,golf_course,,,,,,,,,,
relation,6546317,Newport Golf Club,50.6807347,-1.2755029,golf_course,,,https://www.newportgolfclub.co.uk/,+44 1983 525076,info@newportgolfclub.co.uk,St Georges Lane,Newport,,PO30 3BA,
way,293225431,Newport Links Golf Gourse,52.0284416,-4.8329425,golf_course,,,,,,,,,,
way,117089694,Newquay Golf Course,50.4157532,-5.0961896,golf_course,,,,,,,,,,
way,121228721,Newton Green Golf Course,52.0323313,0.7882212,golf_course,,,https://www.newtongreengolfclub.co.uk/,+44 1787 313215,info@newtongreengolfclub.co.uk,Newton Green,Sudbury,,CO10 0QN,
way,382632647,Newton Stewart Golf Club,54.9647468,-4.4733931,golf_course,,,https://www.newtonstewartgolfclub.co.uk/,+44 1671 402172,info@newtonstewartgolfclub.co.uk,,,,,
way,37697839,Newtonmore Golf Club,57.0620897,-4.1100074,golf_course,,,https://www.newtonmoregolf.com/,+44 1540 673878,,,,,,
way,198580092,Newtonmore Golf Club,57.0639916,-4.118768,,clubhouse,,,,,Golf Course Road,,,PH20 1AT,
way,508141751,Newtownstewart Golf Club,54.7041282,-7.4216197,golf_course,,,https://www.newtownstewartgolfclub.com/,,,,,,,
relation,18755616,Nicklaus Golf Course,53.0712699,-2.8142518,golf_course,,Carden Park,,,,,,,,
way,218473386,Niddry Castle Golf Club,55.9567796,-3.4530666,,clubhouse,,https://www.niddrycastlegolfclub.co.uk/,+44 1506 891097,enquiry@niddrycastlegolfclub.co.uk,Castle Road,Winchburgh,,EH52 6RQ,
way,31398859,Niddry Castle Golf Course,55.9540461,-3.4485979,golf_course,,Niddry Castle Golf Club,https://www.niddrycastlegolfclub.co.uk/,,,,,,,
way,5069119,Nizels,51.2315949,0.2082919,golf_course,,,,,,,,,,
way,292587621,Norfolk Gardens Pitch & Putt,50.8034293,-0.5276653,golf_course,,,https://www.arun.gov.uk/our-parks,+44 1903 722466,parks@arun.gov.uk,Sea Road,,,BN17 5TJ,
way,631852869,Norfolk Premier Golf,52.6301211,1.4403109,golf_course,,,,,,,,,,
way,30861480,Normanby Hall Golf Course,53.6366262,-0.6452927,golf_course,,,https://www.northlincs.gov.uk/leisure/other-leisure-activities/outdoor-sites/normanby-hall-golf-course/,+44 1724 720226;+44 1724 720252,normanbyhall.golfcourse@northlincs.gov.uk,Normanby,Scunthorpe,,DN15 9HU,
way,4343992,Normanton Golf Club,53.703461,-1.4866961,golf_course,,,,,,,,,,
relation,11561829,North Cliff Golf Club,54.2981336,-0.4231359,golf_course,,,http://www.ncgc.co.uk/,,,,,,,
way,5059734,North Downs Golf Course,51.2749107,-0.0312268,golf_course,,,https://www.northdownsgolfclub.co.uk/,+44 1883 653004;+44 1883 652057,,Northdown Road,Caterham,,CR3 7AA,
relation,3349870,North Foreland Golf Club,51.3807803,1.4383928,golf_course,,,https://www.northforeland.co.uk/,+44 1843 862140,office@northforeland.co.uk,Convent Road,Broadstairs,Kent,CT10 3PU,
way,248433778,North Gailes Golf Centre,55.5954011,-4.6587708,golf_course,,,http://www.northgailes.co.uk/golf.html,+441294316090,,Marine Drive,Irvine,,KA11 5AE,
way,21891133,North Hants Golf Club,51.2936527,-0.8380978,golf_course,,,,,,,,,,
way,288236426,North Inch Golf Course,56.4092244,-3.4368764,golf_course,,Perth & Kinross Council,https://www.northinchgolf.co.uk/,+44 1738 475478,northinchgolf@pkc.gov.uk,Hay Street,Perth,,PH1 5HS,
way,138504936,North Lindsey College Pitch & Putt,53.5771201,-0.6703633,golf_course,,,https://www.northlindsey.ac.uk/,,,,,,,
relation,17538527,North Manchester Golf Course,53.5502727,-2.2164133,golf_course,,,https://www.nmgc.co.uk/,+44 161 643 9033,professional@nmgc.co.uk,Manchester Old Road,Middleton,,M24 4PE,
way,4080097,North Middlesex Golf Club,51.6221996,-0.1691583,golf_course,,,https://www.northmiddlesexgc.co.uk/,+44 20 8445 1604,,Friern Barnet Lane,London,,N20 0NL,
way,30421825,North Oxford Golf Club,51.7987037,-1.2757748,golf_course,,,,,,,,,,
way,868681383,North Oxford Golf Club,51.7951424,-1.2732566,,clubhouse,,,,,,,,,
way,10361882,North Ronaldsay Golf Course,59.3737599,-2.4098814,golf_course,,peter.donnelly2@virgin.net,https://northronaldsaytrust.com/2017/06/09/18-hole-golf-course-project/,+44 1857 633242,,,North Ronaldsay,,,
way,62214087,North Shore Golf Course,53.160073,0.3470062,golf_course,,,https://northshoregolf.co.uk/,+44 1754 763298,,,,,,
way,102442331,North Wales Golf Club,53.3077023,-3.8390186,golf_course,,,,,,Bryniau Road,Llandudno,,LL30 2DZ,
way,199091339,North Warwickshire Golf Course,52.433032,-1.6643503,golf_course,,,,,,,,,,
way,228460387,North Weald Golf Club - Par 3,51.711535,0.1500764,golf_course,,,http://www.northwealdgolfclub.co.uk/,+441992524142,,Epping Road,North Weald,,CM16 6AR,
relation,3618533,North Weald Golf Course,51.7304554,0.1666912,golf_course,,,http://www.northwealdgolfclub.co.uk/,+44 1992 522118,,Rayley Lane,North Weald,,CM16 6AR,
way,135930022,North Wilts Golf Club,51.4005656,-1.9714775,golf_course,,,,,,,,,,
way,892007702,Northamptonshire County Golf Club,52.2820358,-0.9425381,,clubhouse,,https://www.countygolfclub.co.uk/,+44 1604 843025,clubmanager@countygolfclub.co.uk,Golf Lane,Church Brampton,,NN6 8AZ,
way,146784624,Northamptonshire County Golf Course,52.2758675,-0.9387313,golf_course,,Northamptonshire County Golf Club,,,,Golf Lane,Church Brampton,,NN6 8AZ,
way,93158349,Northcliffe Golf Course,53.8251684,-1.7960449,golf_course,,,https://www.northcliffegc.org.uk/login.php,,,,,,,
way,4967685,Northenden Golf Course,53.4172492,-2.2562676,golf_course,,,https://www.northendengolfclub.com/contact,+44 161 998 4738;+44 161 945 3386,secretary@northendengolfclub.com,Palatine Road,Northenden,,M22 4FR,
way,8916938,Northolt Golf Course,51.5375225,-0.379655,golf_course,,,,,,,,,,
relation,6475289,Northop Country Park Golf Club,53.2006062,-3.1222206,golf_course,,,,,,,,,,
relation,3804206,Northumberland Golf Club,55.0310124,-1.6107417,golf_course,,,https://www.thengc.co.uk/,,,,,,,
way,286797258,Northumberland Golf Club Clubhouse,55.0339391,-1.6223596,,clubhouse,,,,,,,,,
way,33569449,Northwood Golf Course,51.6055967,-0.4281434,golf_course,,,,,,,,,,
way,167589181,Norton Golf Course,54.5998933,-1.3375579,golf_course,,,,+44 1642 676385,,Blakeston Lane,"Norton, Stockton On Tees",,,
way,852429575,Norwich Family Golf Centre,52.6468912,1.1657945,golf_course,driving_range,,,,,Dunham Road,Norwich,,NR9 5GA,
way,427077865,Norwood Park Golf Course,53.0860091,-0.9752264,golf_course,,,,,,,,,,
way,157549064,Notley Golf Course,51.8487884,0.5788272,golf_course,,,,,,,,,,
way,31454657,Nottingham City Golf Club,53.0125103,-1.2044147,golf_course,,,http://www.nottinghamcitygolfclub.co.uk/,,,,Nottingham,,NG6 8LF,
way,613546381,Notts Golf Club,53.0845805,-1.2221719,,clubhouse,,https://www.hollinwell.co.uk/,+44 1623 753225,,Derby Road,Nottingham,,NG17 7QR,
way,154901392,Nuneaton Golf Club,52.5065022,-1.4185264,golf_course,,,,,,,,,,
way,98139737,Nunfield Golf Course,55.0819254,-3.602386,golf_course,,,https://www.thecounty.co.uk/,,,,,,,
way,252727592,Oak Mead Family Golf (Pitch & Putt),50.7033149,-3.1817819,golf_course,,,https://www.oakdown.co.uk/golf.html,+44 1297 680387,enquiries@oakdown.co.uk,Gatedown Lane,Sidmouth,,EX10 0PT,
way,39776972,Oak Meadow Golf Club,50.6210537,-3.4492322,golf_course,,,,,,,,,,
relation,14401608,Oak Park Golf Club,51.2317657,-0.8470777,,clubhouse,,https://www.oakparkgolf.co.uk/,+44 1252 850850,,Heath Lane,Farnham,,GU10 5PB,
way,699072007,Oak Royal Golf & Country Club,53.70413,-2.5586698,golf_course,,,http://www.oakroyalgolf-countryclub.co.uk,+44 1254 830616,enquiries@oakroyalgolf-countryclub.co.uk,Bury Lane,Chorley,,PR6 8SW,
way,49302222,Oakdale Golf Club,53.9970481,-1.5647689,golf_course,,,https://www.oakdalegolfclub.co.uk/,,,,,,,
way,560470572,Oake Manor Golf Club,51.0187804,-3.208331,,clubhouse,,https://oakemanor.com/,+44 1823 461993,golf@oakemanor.com,Bradford Road,Taunton,,TA4 1BA,
relation,13061160,Oake Manor Golf Course,51.0187151,-3.2104492,golf_course,,Oake Manor Golf Club,,,,,Taunton,,TA4 1BA,
way,403367839,Oakland Park Golf Club,51.6239245,-0.5833162,golf_course,,,https://www.oaklandparkgolfclub.co.uk/,,,Three Households,Chalfont St. Giles,,HP8 4LW,
way,400995522,Oakleaf Golf Complex,54.6121449,-1.5975567,golf_course,,,http://www.great-aycliffe.gov.uk/oakleafgolfcomplex/the-course.html,+44 1325 310820,,School Aycliffe Lane,Newton Aycliffe,,,
way,299250197,Oakley Court Hotel Golf Course,51.4879854,-0.6701535,golf_course,,,http://www.oakleycourtwindsor.com/,+44 118 971 4700,,Windsor Road,Windsor,,SL4 5UR,
way,92322030,Oakmere Park Golf Club,53.0707901,-1.0861635,golf_course,,,https://www.oakmerepark.co.uk/,+44 115 9653545,enquiries@oakmerepark.co.uk,Oaks Lane,Southwell,,NG25 0RH,
relation,3976905,Oakridge Golf Club,52.5147732,-1.5645185,golf_course,,,https://www.oakridgegolfclub.co.uk/,+44 1676 540 542;+44 1676 541 389,,Arley Lane,Nuneaton,,CV10 9PH,
relation,16278,Oaks Sports Centre,51.3395795,-0.1766159,golf_course,,,https://theoaksgolf.co.uk/,,,,,,,
way,1235117257,Oaksey Park,51.6450021,-2.007298,golf_course,,,,,,,,,SN16 9SB,
way,103543896,Oatridge Golf Course,55.9435372,-3.5147747,golf_course,,,,+44 1506 859636,golf.course@sruc.ac.uk,,Ecclesmachan,,EH52 6NH,
way,189599904,Ogbourne Downs Golf Club,51.4749587,-1.7057149,golf_course,,,,,,,,,,
relation,14004481,Okehampton Golf Course,50.7267731,-4.0153854,golf_course,,Okehampton Golf Club,,,,,,,,
way,1276434029,Old Colwyn Golf Club,53.283432,-3.6927379,golf_course,,,,,,,,,,
relation,3357217,Old Course,51.3510893,-0.4152112,golf_course,,,,,,,,,,
way,406958677,Old Course,56.596692,-2.6108628,golf_course,,,,,,,,,,
relation,19898499,Old Course,52.1655801,0.1747403,golf_course,,The Gog Magog Golf Club,https://www.gogmagog.co.uk/,+44 1223 247626;+44 1223 415391,,Shelford Bottom,Cambridge,,CB22 3AB,
way,18080206,Old Course,55.5254098,-4.6372954,golf_course,,Royal Troon Golf Club,https://www.royaltroon.co.uk/the-courses/old-course/,,bookings@royaltroon.co.uk,Craigend Road,Troon,,KA10 6EP,
way,20841900,Old Course,51.3142268,-0.2676223,golf_course,,Royal Automobile Club,https://www.royalautomobileclub.co.uk/woodcote-park/golf/the-courses/,,,Wilmerhatch Lane,Epsom,,KT18 7EW,
way,1019045811,Old Course,56.3518268,-2.814273,golf_course,,St Andrews Links Trust,http://www.standrews.org.uk/Play/Courses/Old-Course,+44 1334 466 666;+44 1334 466 718,reservations@standrews.org.uk,West Sands,St Andrews,,KY16 9XL,
