Group,Name,Code,Price,Pack,QuantityPerPack,WeightPerItem,Unit,Page
"FROZEN FOODS, DERBYSHIRE PIE & CO",Steak & Ale Pie,9763,34.95,,,,,1
"FROZEN FOODS, DERBYSHIRE PIE & CO",Chicken Ham & White Wine Pie,9963,34.95,,,,,1
"FROZEN FOODS, DERBYSHIRE PIE & CO",Cheese & Onion Pie,1957,31.92,,,,,1
"FROZEN FOODS, DERBYSHIRE PIE & CO",Manchester Meat & Potato Pie,9545,34.95,,,,,1
"FROZEN FOODS, DERBYSHIRE PIE & CO",Saag Aloo Pie,1951,42.42,1x12,12,,,1
"STOCKS, SAUCES & GRAVY",Gravy Granules Beef,4620,14.75,25ltr Yiel,,,,1
"STOCKS, SAUCES & GRAVY",Knorr Gluten Free Gravy Granules,3256,18.5,25ltr,1,25.0,ltr,1
"STOCKS, SAUCES & GRAVY",Vegetable Bouillon Paste,8767,8.31,1kg,1,1.0,kg,1
"STOCKS, SAUCES & GRAVY",Beef Bouillon Paste,476,8.31,1kg,1,1.0,kg,1
"STOCKS, SAUCES & GRAVY",Bisto - Gravy Granules For Poultry (Chicken),4629,16.95,1.8 kg,1,1.8,kg,1
"STOCKS, SAUCES & GRAVY",Hollandaise Sauce,46201,7.95,1ltr,1,1.0,ltr,1
"STOCKS, SAUCES & GRAVY",Harissa Paste,4271,2.81,380g,1,380.0,g,1
"STOCKS, SAUCES & GRAVY",Gravy Browning,4623,9.95,1.2kg,1,1.2,kg,1
"STOCKS, SAUCES & GRAVY",Thickend Veal Jus Powder,9074,22.52,1020g,1,1020.0,g,1
"STOCKS, SAUCES & GRAVY",Chicken Bouillon Paste,8676,8.31,1kg,1,1.0,kg,1
"STOCKS, SAUCES & GRAVY",Brown Sauce Sachets,9487,6.88,200x10g,200,10.0,g,1
"STOCKS, SAUCES & GRAVY",Demi Glace Powder,46200,22.5,2kg,1,2.0,kg,1
"STOCKS, SAUCES & GRAVY",Demi Glace Powder (30 Ltr),8675,14.8,980g,1,980.0,g,1
"STOCKS, SAUCES & GRAVY",Fish Stock Powder (60 Ltr),8678,22.74,900g,1,900.0,g,1
"STOCKS, SAUCES & GRAVY",Knorr Gluten Free Poultry Gravy,3257,22.08,25ltr,1,25.0,ltr,1
"STOCKS, SAUCES & GRAVY",Szechuan Sauce,4269,13.52,2.32kg,1,2.32,kg,1
BEVERAGE,Apple Juice,5707,18.7,12 x1ltr,12,1.0,ltr,1
BEVERAGE,Orange Juice,5706,2.45,1ltr,1,1.0,ltr,1
BEVERAGE,Pineapple Juice,9659,22.61,12 x1Ltr,12,1.0,Ltr,1
BEVERAGE,Still Water,5723,6.74,24x500ml,24,500.0,ml,1
BEVERAGE,Coffee Granules,9157,26.67,750g,1,750.0,g,1
BEVERAGE,Cranberry Juice,9327,1.28,1ltr,1,1.0,ltr,1
BEVERAGE,Cadbury Hot Chocolate (Add Milk),4328,17.95,2kg,1,2.0,kg,1
BEVERAGE,Carrot Juice,9098,3.26,1ltr,1,1.0,ltr,1
BEVERAGE,Teabags,1089,26.7,1100,,,,1
BEVERAGE,Lotus Caramelised Coffee Biscuits,18476,17.43,1x300,300,,,1
BEVERAGE,Beetroot Juice,9097,3.86,1Ltr,1,1.0,Ltr,1
BEVERAGE,Coffee Sachets,1856,23.95,1x200,200,,,1
BEVERAGE,Twinings English Breakfast Tea tagged Bags,4641,11.0,1x100,100,,,1
NONE FOOD,Nitrile Blue Gloves,9211,3.46,100's,,,,1
NONE FOOD,Cling Film,6001,9.25,450mmx300m,,,,1
NONE FOOD,Tin Foil,6000,9.95,300mmx75m,,,,1
NONE FOOD,Bin Bags Heavy Duty 18x29x39,6666,22.08,200s,1,200.0,s,1
NONE FOOD,Non Stick Baking Paper,6002,8.95,50m,1,50.0,m,1
NONE FOOD,Food Prep Labels,4769,7.95,Each,1,,,1
NONE FOOD,Allergen labels,8937,7.82,1 x500,500,,,1
NONE FOOD,Disposable Piping Bags,6010,13.2,x100,,,,1
NONE FOOD,Andrex Toilet Tissue,6003,5.49,1x9rolls,1,9.0,rolls,1
NONE FOOD,Smoking woodchips (Oak),363,2.57,1kg,1,1.0,kg,1
NONE FOOD,Muslin Cloth,401,14.66,1x10,10,,,1
NONE FOOD,Smoking woodchips (Beech),138,2.57,1kg,1,1.0,kg,1
NONE FOOD,Blitz Kitchen Towel (100 Sheets),6006,3.69,1x100,100,,,1
NONE FOOD,Wooden Forks (155mm),26748,1.49,1 x100,100,,,1
NONE FOOD,Acetate Roll,404,8.51,20m x 45mm,,,,1
"NONE FOOD, CLEANING MATERIALS",Blue Roll,6017,7.14,1x6,6,,,1
"NONE FOOD, CLEANING MATERIALS",sponge Scourers,8028,3.5,,,,,1
"NONE FOOD, CLEANING MATERIALS",Mop & Brush Handle (Yellow),100008,3.53,,,,,1
"NONE FOOD, CLEANING MATERIALS",Mop Head (Yellow),100002,3.29,,,,,1
"NONE FOOD, CLEANING MATERIALS",Mop Head (Blue),100013,1.29,,,,,1
"NONE FOOD, CLEANING MATERIALS",Brush Head Soft (Yellow),100011,4.29,,,,,1
"NONE FOOD, CLEANING MATERIALS",Dust pan & Brush (Yellow),100016,2.16,,,,,1
"NONE FOOD, CLEANING MATERIALS",Mop Bucket (Yellow),10005,6.58,,,,,1
"NONE FOOD, CLEANING MATERIALS",Mop Head (Green),100003,1.29,,,,,1
"NONE FOOD, CLEANING MATERIALS",Mop Head (Red),100001,3.06,,,,,1
"NONE FOOD, CLEANING MATERIALS",Mop & Brush Handle (Blue),100014,3.29,,,,,1
"NONE FOOD, CLEANING MATERIALS",Mop & Brush Handle (Green ),100009,3.29,,,,,1
"NONE FOOD, CLEANING MATERIALS",Brush Head Soft (Green),10013,4.93,,,,,1
"NONE FOOD, CLEANING MATERIALS",Brush Head Soft (Red),100010,4.93,,,,,1
"NONE FOOD, CLEANING MATERIALS",Dust Pan & Brush (Green),100017,1.58,,,,,1
"NONE FOOD, CLEANING MATERIALS",Dust Pan & Brush (Red),100015,3.03,,,,,1
"NONE FOOD, CLEANING MATERIALS",Mop & Brush Handle (Red),10007,3.29,,,,,1
"NONE FOOD, CLEANING MATERIALS",Mop Bucket (Blue),100012,4.85,,,,,1
"NONE FOOD, CLEANING MATERIALS",Mop Bucket (Green),10006,4.85,,,,,1
"NONE FOOD, CLEANING MATERIALS",Mop Bucket (Red),10004,4.86,,,,,1
"NONE FOOD, CLEANING MATERIALS",Wet Floor Sign,440,6.62,Each,1,,,1
RETAIL,Tuna Chunks In Brine Tin,4480,40.0,800g,1,800.0,g,1
RETAIL,Fairy Liquid Original,6004,1.45,320ML,1,320.0,ML,1
RETAIL,Heinz Baked Beans 415g,4652,1.55,415g,1,415.0,g,1
RETAIL,Heinz Tomato Ketchup 342g (Squeezy),4482,2.74,,,,,1
RETAIL,Cornflakes,4630,3.29,500g,1,500.0,g,1
RETAIL,R.Whites Lemonade,6014,1.31,1.5litre,1,1.5,litre,1
RETAIL,Tilda Easy Cook Long Grain Rice 500g,4638,1.28,500g,1,500.0,g,1
RETAIL,Colman's English Mustard,4330,1.7,100g,1,100.0,g,1
RETAIL,Rice Krispies,365,5.13,430g,1,430.0,g,1
RETAIL,Colman's Bramley Apple Sauce,4334,1.35,155g,1,155.0,g,1
RETAIL,Colman's Classic Mint Sauce,4335,1.45,165g,1,165.0,g,1
RETAIL,Cranberry Sauce,4331,2.95,250g,1,250.0,g,1
RETAIL,HP Brown Sauce 285g,4481,2.45,285g,1,285.0,g,1
RETAIL,Nestle Shreddies 460g,4631,4.83,460g,1,460.0,g,1
RETAIL,Oil Vegetable,4604,3.88,1ltr,1,1.0,ltr,1
RETAIL,Orange Marmalde 340g,4634,3.79,340g,1,340.0,g,1
RETAIL,Radox Liquid Handwash 250ml,6005,1.24,250ml,1,250.0,ml,1
RETAIL,Tortilla Crisp (salted),9847,34.83,12x500g,12,500.0,g,1
RETAIL,Weetabix,4628,4.71,24s,1,24.0,s,1
SALADS,Cucumber,354,0.67,,,,,1
SALADS,Spring Onions,357,0.59,Bunch,1,,,1
SALADS,Celery,351,0.93,Each,1,,,1
SALADS,Aubergine,381,20.0,5kg,1,5.0,kg,1
SALADS,Avocados,380,1.07,Each,1,,,1
SALADS,Radish,386,8.72,20s,1,20.0,s,1
SALADS,Salad Cress,374,3.58,16's,,,,1
SALADS,Chicory Lettuce,324,12.87,5kg,1,5.0,kg,1
SALADS,Red Pepper (Pointed),9529,15.34,4kg,1,4.0,kg,1
SALADS,Red Chard,323,4.08,500g,1,500.0,g,1
SALADS,SALAD BOX,327,10.01,,,,,1
SALADS,Salsify,350,4.58,1kg,1,1.0,kg,1
"SALADS, TOMATOES",Tomatoes,300,10.72,6kg,1,6.0,kg,1
"SALADS, TOMATOES",Red Cherry Tomatoes,307,9.15,x 9,,,,1
"SALADS, TOMATOES",Beef Tomatoes,305,13.55,6.5kg,1,6.5,kg,1
"SALADS, TOMATOES",Cherry on the Vine Tomatoes,302,14.88,3kg,1,3.0,kg,1
"SALADS, TOMATOES",Tomatoes Plum,311,13.8,5kg,1,5.0,kg,1
"SALADS, TOMATOES",Vine Tomatoes,313,9.17,5kg,1,5.0,kg,1
"SALADS, TOMATOES",Heritage Tomatoes,298,17.19,3kg,1,3.0,kg,1
"SALADS, TOMATOES",Yellow Cherry Tomatoes,309,22.88,250g,1,250.0,g,1
"SALADS, SALAD LEAF",Mixed Baby Leaves,337,2.84,500g,1,500.0,g,1
"SALADS, SALAD LEAF",Little Gem Lettuce,322,1.09,2S,1,2.0,S,1
"SALADS, SALAD LEAF",Rocket,321,2.89,500g,1,500.0,g,1
"SALADS, SALAD LEAF",Leafy Salad,297,3.5,500g,1,500.0,g,1
"SALADS, SALAD LEAF",Spinach Packet,166,1.24,200g,1,200.0,g,1
"SALADS, SALAD LEAF",Iceberg Lettuce,315,1.43,,,,,1
"SALADS, SALAD LEAF",Cos Lettuce,341,0.93,,,,,1
"SALADS, SALAD LEAF",Lollo Rosso Lettuce,330,1.2,Each,1,,,1
"SALADS, SALAD LEAF",Water Cress,373,1.18,100g,1,100.0,g,1
"SALADS, SALAD LEAF",Radicchio,345,1.11,Each,1,,,1
"SALADS, SALAD LEAF",Oakleaf Lettuce,332,1.37,Each,1,,,1
"SALADS, SALAD LEAF",Curly Endive,334,2.5,,,,,1
"SALADS, SALAD LEAF",Lambs Ear Lettuce,326,1.61,100g,1,100.0,g,1
"SALADS, SALAD LEAF",Chinese Leaf,343,13.38,8's,,,,1
"SALADS, SALAD LEAF",Mizzuna - - 500 g,325,3.99,500g,1,500.0,g,1
"SALADS, PEPPERS & CHILLIS",Red Peppers,360,12.94,5kg,1,5.0,kg,1
"SALADS, PEPPERS & CHILLIS",Yellow Peppers,364,12.34,5kg,1,5.0,kg,1
"SALADS, PEPPERS & CHILLIS",Green Peppers,362,12.56,5kg,1,5.0,kg,1
"SALADS, PEPPERS & CHILLIS",Red Chilli's,369,16.37,3kg,1,3.0,kg,1
"SALADS, PEPPERS & CHILLIS",Green Chilli's,372,15.53,3kg,1,3.0,kg,1
"SALADS, PEPPERS & CHILLIS",Padron Green Peppers,359,14.3,2kg,1,2.0,kg,1
"SALADS, PEPPERS & CHILLIS",Habanero Chilli,352,11.15,2kg,1,2.0,kg,1
"SALADS, PEPPERS & CHILLIS",Jalapeno Pepper,358,18.18,per kg,,,kg,1
"SALADS, PEPPERS & CHILLIS",Romano Peppers (Pointed),368,12.46,4kg,1,4.0,kg,1
"SALADS, PEPPERS & CHILLIS",Carolina Reaper Chilli,388,25.74,8 x50g,8,50.0,g,1
"SALADS, PEPPERS & CHILLIS",Green Birdseye Chilli,371,15.73,1kg,1,1.0,kg,1
"SALADS, PEPPERS & CHILLIS",Jalapeno Green,3599,9.29,2kg,1,2.0,kg,1
MELECULAR GASTRONOMY,Freshburst Pearls Balsamic,4982,22.5,100g,1,100.0,g,1
MELECULAR GASTRONOMY,Popping Rinds Pieces,4800,28.05,1kg,1,1.0,kg,1
MELECULAR GASTRONOMY,Freshburst Pearls Passion Fruit,4984,22.95,200g,1,200.0,g,1
MELECULAR GASTRONOMY,Ultratex,4892,19.95,800g,1,800.0,g,1
MELECULAR GASTRONOMY,Smoked Maltodextrin Powder,4741,16.25,200g,1,200.0,g,1
MELECULAR GASTRONOMY,Freshburst Pearls Sweet Beetroot,4983,12.48,100g,1,100.0,g,1
MELECULAR GASTRONOMY,Gastropaint Blueberry,4988,8.84,150g,1,150.0,g,1
MELECULAR GASTRONOMY,Gastropaint Rhubarb & Custard,4986,8.84,150g,1,150.0,g,1
MELECULAR GASTRONOMY,Agar Agar,4804,24.95,300g,1,300.0,g,1
MELECULAR GASTRONOMY,Carrageenan Iota,1197,21.44,200g,1,200.0,g,1
MELECULAR GASTRONOMY,Freshburst Pearls Mango,4985,22.95,200g,1,200.0,g,1
MELECULAR GASTRONOMY,Sosa Moltose,4891,31.4,500g,1,500.0,g,1
MELECULAR GASTRONOMY,Sosa Pectin (yellow),4894,28.34,500g,1,500.0,g,1
MELECULAR GASTRONOMY,Sosa Xanthem Gum,4893,22.88,500g,1,500.0,g,1
HERBS,Basil,621,2.06,100g,1,100.0,g,1
HERBS,Coriander,608,1.56,100g,1,100.0,g,1
HERBS,Chives,610,2.02,100g,1,100.0,g,1
HERBS,Thyme,617,1.7,100g,1,100.0,g,1
HERBS,Mint,613,1.59,100g,1,100.0,g,1
HERBS,Rosemary,614,1.87,100g,1,100.0,g,1
HERBS,Parsley (Curly),606,2.4,250g,1,250.0,g,1
HERBS,Dill,611,1.77,100g,1,100.0,g,1
HERBS,Parsley flat,607,1.74,Bunch,1,,,1
HERBS,Tarragon,616,2.02,100g,1,100.0,g,1
HERBS,Sage,622,1.7,100g,1,100.0,g,1
HERBS,Ginger Root,604,20.73,10kg,1,10.0,kg,1
HERBS,Lemon Grass,620,1.19,Bunch,1,,,1
HERBS,Chervil,609,1.62,100g,1,100.0,g,1
HERBS,Lemon Thyme,627,1.86,100g,1,100.0,g,1
HERBS,Oregano,624,2.02,100g,1,100.0,g,1
HERBS,Bay Leaf (Dried),626,3.53,30g,1,30.0,g,1
HERBS,Sorrel,615,1.9,100g,1,100.0,g,1
HERBS,Fresh Thai Basil,630,2.4,100g,1,100.0,g,1
HERBS,Marjoram,605,1.57,100g,1,100.0,g,1
HERBS,Bronze Fennel,107,2.29,50g,1,50.0,g,1
MICRO HERBS,Pea Shoots 100g,319,1.45,100g,1,100.0,g,1
MICRO HERBS,Micro Red Amaranth,303,2.29,25g,1,25.0,g,1
MICRO HERBS,Edible Flowers,612,2.86,,,,,1
MICRO HERBS,Micro Lemon Balm,366,2.29,15g,1,15.0,g,1
MICRO HERBS,Micro Parsley,356,2.13,25g,1,25.0,g,1
MICRO HERBS,Micro Coriander,301,2.29,30g,1,30.0,g,1
MICRO HERBS,Micro Water Cress,291,2.29,30g,1,30.0,g,1
MICRO HERBS,Micro Mint,312,2.29,20g,1,20.0,g,1
MICRO HERBS,Micro mixed leaf Salad ( Rainbow),128,2.34,30g,1,30.0,g,1
MICRO HERBS,Micro Basil,317,2.18,30g,1,30.0,g,1
MICRO HERBS,Micro Red Vein Sorrel,314,2.29,20g,1,20.0,g,1
MICRO HERBS,Micro Rocket,333,2.29,30g,1,30.0,g,1
MICRO HERBS,Nasturtium Leaf,7880,2.71,,,,,1
MICRO HERBS,Micro Purple Basil,367,2.29,30g,1,30.0,g,1
MICRO HERBS,Micro Radish Pink Stem,389,2.29,30g,1,30.0,g,1
MICRO HERBS,Micro Fennel,355,2.29,30g,1,30.0,g,1
MICRO HERBS,Micro Red Pak Choi,336,2.29,30g,1,30.0,g,1
MICRO HERBS,Micro Garlic chives,329,2.29,30g,1,30.0,g,1
MICRO HERBS,Micro Purple Shiso,304,2.29,20g,1,20.0,g,1
MICRO HERBS,Micro Mizuna,316,2.29,30g,1,30.0,g,1
MICRO HERBS,Micro Red Chard,328,2.29,30g,1,30.0,g,1
MICRO HERBS,Micro Apple Blossom,4254,3.95,,,,,1
MICRO HERBS,Micro Red Mustard,338,2.29,30g,1,30.0,g,1
MICRO HERBS,Oyster Leaf,8964,2.29,Punnet,1,,,1
MICRO HERBS,Sakura Mix,346,12.87,Box,1,,,1
MICRO HERBS,Micro Greek Cress,306,2.29,30g,1,30.0,g,1
MICRO HERBS,Micro Tarragon,383,2.39,20g,1,20.0,g,1
MICRO HERBS,Afilla Cress,348,7.43,Box,1,,,1
MICRO HERBS,Micro Borage Flowers (White),10001,4.65,,,,,1
MICRO HERBS,Micro Celery,335,2.29,25g,1,25.0,g,1
MICRO HERBS,Micro Jasmin,292,12.87,,,,,1
"FRUIT, APPLES",Red Apples,406,28.83,18kg,1,18.0,kg,1
"FRUIT, APPLES",Apples Golden Delicious,411,23.7,12kg,1,12.0,kg,1
"FRUIT, APPLES",Granny Smith,414,27.18,12kg,1,12.0,kg,1
"FRUIT, APPLES",Bramley Apples,421,0.29,Each,1,,,1
"FRUIT, APPLES",Bramley Cooking Apples,420,17.3,12kg,1,12.0,kg,1
"FRUIT, APPLES",Pink Lady Apples,583,33.27,13kg,1,13.0,kg,1
"FRUIT, CITRUS",Lemon,456,0.32,Each,1,,,1
"FRUIT, CITRUS",Lime,459,0.15,Each,1,,,1
"FRUIT, CITRUS",Orange,436,25.42,100s,1,100.0,s,1
"FRUIT, CITRUS",Orange Large,431,22.23,54,,,,1
"FRUIT, CITRUS",Grapefruit Pink,454,0.61,Each,1,,,1
"FRUIT, CITRUS",Clementines,441,22.16,10kg,1,10.0,kg,1
"FRUIT, BERRIES",Strawberries Punnet,491,3.86,,,,,1
"FRUIT, BERRIES",Raspberries,498,2.9,125g,1,125.0,g,1
"FRUIT, BERRIES",Blueberry,510,2.09,125g,1,125.0,g,1
"FRUIT, BERRIES",Blackberry,501,3.3,125g,1,125.0,g,1
FRUIT,Banana's,475,26.23,18kg,1,18.0,kg,1
FRUIT,Grapes Flame,486,25.74,10x500g,10,500.0,g,1
FRUIT,Pineapple,528,1.86,Each,1,,,1
FRUIT,Passion Fruit,535,19.14,Box,1,,,1
FRUIT,Pears,460,17.88,12kg,1,12.0,kg,1
FRUIT,Melon Honeydew,550,2.86,Each,1,,,1
FRUIT,Water Melon,576,1.66,Each,1,,,1
FRUIT,Grapes Green,481,25.74,10x500g,10,500.0,g,1
FRUIT,Kiwi Fruit,524,0.57,Each,1,,,1
FRUIT,Canteloupe Melon,567,2.57,Each,1,,,1
FRUIT,Mango,520,1.72,Each,1,,,1
FRUIT,Figs (Fresh),517,0.67,Each,1,,,1
FRUIT,Galia Melon,561,2.75,Each,1,,,1
FRUIT,Pomegranate,425,1.16,Each,1,,,1
FRUIT,Plums (Fruit),541,17.3,5kg,1,5.0,kg,1
FRUIT,Peach,545,0.57,Each,1,,,1
FRUIT,Cherries,515,14.3,,,,,1
FRUIT,Dragon Fruit (Pitayas) x 9,9878,57.2,,,,,1
FRUIT,Papaya (Pawpaw),522,3.99,Box,1,,,1
FRUIT,Physalis (Chinese Lantern),625,17.72,12s,1,12.0,s,1
FRUIT,Chestnuts Cooked 400 g,579,5.03,400g,1,400.0,g,1
FRUIT,Coconuts,582,1.84,,,,,1
FRUIT,Apricots,539,14.3,5kg,1,5.0,kg,1
FRUIT,Chestnuts,580,14.3,5kg,1,5.0,kg,1
FRUIT,FRUIT BOX,516,13.69,Box,1,,,1
FRUIT,Nectarine,547,0.57,Each,1,,,1
"PREPARED VEG, PREPARED CARROT & PARSNIP",Carrot Half Cut Length Ways,908,7.9,5kg,1,5.0,kg,1
"PREPARED VEG, PREPARED CARROT & PARSNIP",Quarter Parsnip,726,19.95,5kg,1,5.0,kg,1
"PREPARED VEG, PREPARED CARROT & PARSNIP",Grated Carrot,718,8.8,5kg,1,5.0,kg,1
"PREPARED VEG, PREPARED CARROT & PARSNIP",Sliced Carrot,802,3.55,2.5kg,1,2.5,kg,1
"PREPARED VEG, PREPARED CARROT & PARSNIP",Sliced Carrot,715,7.25,5kg,1,5.0,kg,1
"PREPARED VEG, PREPARED CARROT & PARSNIP",Diced Carrot,720,8.3,5kg,1,5.0,kg,1
"PREPARED VEG, PREPARED CARROT & PARSNIP",Julienne Carrot,717,8.55,Bag,1,,,1
"PREPARED VEG, PREPARED CARROT & PARSNIP",Diced Swede,736,8.55,5kg,1,5.0,kg,1
"PREPARED VEG, PREPARED CARROT & PARSNIP",Prep Whole Carrot,719,7.3,5kg,1,5.0,kg,1
"PREPARED VEG, PREPARED CARROT & PARSNIP",Prep - Whole Parsnip (peeled),727,19.45,5kg,1,5.0,kg,1
"PREPARED VEG, PREPARED CARROT & PARSNIP",Diced Carrot and Swede,722,13.95,Bag,1,,,1
"PREPARED VEG, PREPARED CARROT & PARSNIP",Diced Parsnip,728,19.95,5kg,1,5.0,kg,1
"PREPARED VEG, PREPARED CARROT & PARSNIP",Prep Whole Carrot,832,3.95,2.5kg,1,2.5,kg,1
"PREPARED VEG, PREPARED CARROT & PARSNIP",Grated Parsnip,851,19.95,Per kg,,,kg,1
"PREPARED VEG, PREPARED CARROT & PARSNIP",Prepared Carrots - Half Moon Cut,416,7.15,5kg,1,5.0,kg,1
"PREPARED VEG, PREPARED CARROT & PARSNIP",Whole Swede,737,8.95,Bag,1,,,1
"PREPARED VEG, PREPARED CABBAGE",Sliced Red Cabbage,740,14.25,5kg,1,5.0,kg,1
"PREPARED VEG, PREPARED CABBAGE",Sliced Savoy Cabbage,739,13.6,5kg,1,5.0,kg,1
"PREPARED VEG, PREPARED CABBAGE",Sliced White Cabbage,742,8.75,5kg,1,5.0,kg,1
"PREPARED VEG, PREPARED POTATOES",Fresh Hand Cut Chips,708,8.0,5Kg,1,5.0,Kg,1
"PREPARED VEG, PREPARED POTATOES",Cut Roast Potatoes,711,8.0,5kg,1,5.0,kg,1
"PREPARED VEG, PREPARED POTATOES",Boiling Potato,700,8.0,5kg,1,5.0,kg,1
"PREPARED VEG, PREPARED POTATOES",Cut Roast Potato,701,2.18,Per KG,,,kg,1
"PREPARED VEG, PREPARED POTATOES",Diced Potato,705,12.95,,,,,1
"PREPARED VEG, PREPARED POTATOES",Fondant Potato,713,0.94,Each,1,,,1
"PREPARED VEG, PREPARED POTATOES",Parmentier Potatoes,714,21.0,5kg,1,5.0,kg,1
"PREPARED VEG, PREPARED POTATOES",Chateau Potato,703,24.95,Bag,1,,,1
"PREPARED VEG, PREPARED POTATOES",Fresh Cut Fries 8.5mm,8015,13.25,5kg,1,5.0,kg,1
"PREPARED VEG, PREPARED POTATOES",Chateau Potato,782,0.45,Each,1,,,1
"PREPARED VEG, PREPARED POTATOES",Potato Wedges,841,15.5,5kg,1,5.0,kg,1
"PREPARED VEG, PREPARED POTATOES",Stacking Chips,746,22.0,5kg,1,5.0,kg,1
"PREPARED VEG, PREPPED ONIONS, LEEKS & SHALLO",Sliced Red Onion,811,13.05,5kg,1,5.0,kg,1
"PREPARED VEG, PREPPED ONIONS, LEEKS & SHALLO",Sliced Leeks,760,19.95,5kg,1,5.0,kg,1
"PREPARED VEG, PREPPED ONIONS, LEEKS & SHALLO",Whole Peeled Banana Shallots,771,4.95,Per kg,,,kg,1
"PREPARED VEG, PREPPED ONIONS, LEEKS & SHALLO",Sliced Onion,765,11.55,5kg,1,5.0,kg,1
"PREPARED VEG, PREPPED ONIONS, LEEKS & SHALLO",Whole White Onion (Peeled),768,11.3,5kg,1,5.0,kg,1
"PREPARED VEG, PREPPED ONIONS, LEEKS & SHALLO",Sliced Red Pepper,810,25.9,5kg,1,5.0,kg,1
"PREPARED VEG, PREPPED ONIONS, LEEKS & SHALLO",Diced Red Onions,896,11.25,5kg,1,5.0,kg,1
"PREPARED VEG, PREPPED ONIONS, LEEKS & SHALLO",Whole Prep Red Onions,836,13.05,5kg,1,5.0,kg,1
"PREPARED VEG, PREPPED ONIONS, LEEKS & SHALLO",Diced Onion,766,11.55,5kg,1,5.0,kg,1
"PREPARED VEG, PREPARED MIXES",Carrot & Cabbage Mix,776,8.55,5kg,1,5.0,kg,1
"PREPARED VEG, PREPARED MIXES",Mediterranean Mix,784,16.05,Bag,1,,,1
"PREPARED VEG, PREPARED MIXES",Stir Fry Mix,820,4.42,Per Kg,,,kg,1
"PREPARED VEG, PREPARED MIXES",Leek & Potato,814,9.15,5kg,1,5.0,kg,1
"PREPARED VEG, PREPARED MIXES",Fajita Mix (Sliced Mixed Peppers & Onions),1853,7.01,2.5kg,1,2.5,kg,1
"PREPARED VEG, PREPARED MIXES",Diced Mixed Veg,812,7.65,5kg,1,5.0,kg,1
"PREPARED VEG, PREPARED MIXES",Minestrone Mix,775,7.55,Bag,1,,,1
"PREPARED VEG, PREPARED MIXES",Ratatouille Mix,847,24.05,Bag,1,,,1
"PREPARED VEG, PREPARED MIXES",Diced Root Veg Mix,895,7.0,5kg,1,5.0,kg,1
"PREPARED VEG, PREPARED MIXES",Prep Kimchi Mix,834,3.48,Per Kg,,,kg,1
"PREPARED VEG, PREPARED MIXES",Stew Pack,774,7.35,Bag,1,,,1
"PREPARED VEG, PREPARED MIXES",Casserole Mix,924,7.75,Bag,1,,,1
"PREPARED VEG, PREPARED MIXES",Celery & Onion Diced,813,9.15,1kg,1,1.0,kg,1
"PREPARED VEG, PREPARED MIXES",Roast Veg Mix,712,9.8,5kg,1,5.0,kg,1
"PREPARED VEG, PREPARED MIXES",Soup Mix,861,7.55,Bag,1,,,1
"PREPARED VEG, PREPARED SQUASH & SWEET POTATO",Diced Sweet Potato,823,5.1,Per Kg,,,kg,1
"PREPARED VEG, PREPARED SQUASH & SWEET POTATO",Diced Butternut Squash,783,3.16,per Kg,,,kg,1
"PREPARED VEG, PREPARED SQUASH & SWEET POTATO",Prep Butternut Squash,753,3.14,per kg,,,kg,1
"PREPARED VEG, PREPARED SQUASH & SWEET POTATO",Prep Whole Sweet Potato,808,5.06,,,,,1
PREPARED VEG,Broccoli Florets,756,4.0,Per Kg,,,kg,1
PREPARED VEG,Sliced Mushrooms,786,4.95,Per Kg,,,kg,1
PREPARED VEG,Sliced Mixed Pepper,790,35.0,5kg,1,5.0,kg,1
PREPARED VEG,Sliced Potato (Thin Sliced),706,12.95,5kg,1,5.0,kg,1
PREPARED VEG,Celeriac 3mm Sliced,1932,4.29,per kg,,,kg,1
PREPARED VEG,Sliced Chestnut Mushroom,763,4.75,Per Kg,,,kg,1
PREPARED VEG,Sliced Courgette,780,15.55,Bag,1,,,1
PREPARED VEG,Diced Leek,837,4.68,Per kg,,,kg,1
PREPARED VEG,Sliced Aubergine,901,4.2,,,,,1
PREPARED VEG,Sliced Green Pepper,824,25.9,5kg,1,5.0,kg,1
PREPARED VEG,Sliced Yellow Pepper,829,29.4,5kg,1,5.0,kg,1
PREPARED VEG,Baton Pepper,734,5.3,,,,,1
PREPARED VEG,Diced Aubergine,900,4.2,,,,,1
PREPARED VEG,Diced Celery,806,2.71,Per Kg,,,kg,1
PREPARED VEG,Diced Courgette,4717,15.95,5kg,1,5.0,kg,1
PREPARED VEG,Diced Green Pepper,857,35.0,1kg,1,1.0,kg,1
PREPARED VEG,Diced Mixed Pepper,817,25.0,5kg,1,5.0,kg,1
PREPARED VEG,Diced Red Pepper,856,35.0,1kg,1,1.0,kg,1
PREPARED VEG,Diced Yellow Pepper,830,29.4,1Kg,1,1.0,Kg,1
PREPARED VEG,Grated Courgette,767,5.15,,,,,1
PREPARED VEG,Quartered Mushrooms,886,4.95,,,,,1
PREPARED VEG,Sliced Celery,822,2.73,,,,,1
"DAIRY, EGGS",Eggs Free Range,4165,48.85,15Doz,1,15.0,Doz,1
"DAIRY, EGGS",Eggs Medium,4110,73.0,30 Doz,1,30.0,Doz,1
"DAIRY, EGGS",Eggs Large,4162,79.0,30 Doz,1,30.0,Doz,1
